Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
56492,53,4383,53,allow,212,102,110,2,30,1,1
56905,80,13949,80,allow,78,78,0,2,8,2,0
37335,443,14228,443,allow,130,70,60,3,5,2,1
54104,443,3216,443,allow,190,70,120,4,15,2,2
56838,53,31421,53,allow,327,87,240,4,50,2,2
64709,53,11434,53,allow,821,102,719,2,30,1,1
62232,80,47630,80,allow,1511,517,994,8,15,5,3
55594,53,22728,53,allow,167,86,81,2,30,1,1
56515,53,36823,53,allow,177,94,83,2,30,1,1
55420,53,38783,53,allow,177,94,83,2,30,1,1
55053,53,47870,53,allow,216,102,114,2,30,1,1
55867,53,60176,53,allow,178,94,84,2,31,1,1
56431,53,28557,53,allow,177,94,83,2,31,1,1
56586,53,32780,53,allow,177,94,83,2,31,1,1
64796,53,3205,53,allow,184,94,90,2,31,1,1
64431,53,35945,53,allow,177,94,83,2,31,1,1
64124,443,56676,443,allow,1411,852,559,13,25,7,6
55869,53,8327,53,allow,196,102,94,2,31,1,1
53251,53,53251,53,allow,247,98,149,2,34,1,1
49857,53,15096,53,allow,173,94,79,2,30,1,1
57840,53,57840,53,allow,183,82,101,2,30,1,1
55869,53,64090,53,allow,196,102,94,2,30,1,1
49396,53,60623,53,allow,216,102,114,2,30,1,1
55732,53,29178,53,allow,177,94,83,2,30,1,1
55797,53,36305,53,allow,177,94,83,2,31,1,1
65289,53,7871,53,allow,179,94,85,2,31,1,1
56906,53,55216,53,allow,167,86,81,2,31,1,1
50741,445,0,0,drop,70,70,0,1,0,1,0
50821,445,0,0,drop,66,66,0,1,0,1,0
50818,445,0,0,drop,66,66,0,1,0,1,0
50740,445,0,0,drop,70,70,0,1,0,1,0
50739,445,0,0,drop,70,70,0,1,0,1,0
50738,445,0,0,drop,70,70,0,1,0,1,0
50735,445,0,0,drop,70,70,0,1,0,1,0
50732,445,0,0,drop,70,70,0,1,0,1,0
55409,445,0,0,drop,70,70,0,1,0,1,0
55408,445,0,0,drop,70,70,0,1,0,1,0
55404,445,0,0,drop,70,70,0,1,0,1,0
55402,445,0,0,drop,70,70,0,1,0,1,0
50816,445,0,0,drop,66,66,0,1,0,1,0
50720,445,0,0,drop,70,70,0,1,0,1,0
50719,445,0,0,drop,70,70,0,1,0,1,0
50717,445,0,0,drop,70,70,0,1,0,1,0
50809,445,0,0,drop,66,66,0,1,0,1,0
50799,445,0,0,drop,66,66,0,1,0,1,0
50807,445,0,0,drop,66,66,0,1,0,1,0
50800,445,0,0,drop,66,66,0,1,0,1,0
50803,445,0,0,drop,66,66,0,1,0,1,0
50808,445,0,0,drop,66,66,0,1,0,1,0
50801,445,0,0,drop,66,66,0,1,0,1,0
50709,445,0,0,drop,70,70,0,1,0,1,0
50710,445,0,0,drop,70,70,0,1,0,1,0
55395,445,0,0,drop,70,70,0,1,0,1,0
55392,445,0,0,drop,70,70,0,1,0,1,0
55389,445,0,0,drop,70,70,0,1,0,1,0
55388,445,0,0,drop,70,70,0,1,0,1,0
50698,445,0,0,drop,70,70,0,1,0,1,0
55386,445,0,0,drop,70,70,0,1,0,1,0
55385,445,0,0,drop,70,70,0,1,0,1,0
55384,445,0,0,drop,70,70,0,1,0,1,0
50793,445,0,0,drop,66,66,0,1,0,1,0
55379,445,0,0,drop,70,70,0,1,0,1,0
50790,445,0,0,drop,66,66,0,1,0,1,0
50789,445,0,0,drop,66,66,0,1,0,1,0
50787,445,0,0,drop,66,66,0,1,0,1,0
50694,445,0,0,drop,70,70,0,1,0,1,0
50786,445,0,0,drop,66,66,0,1,0,1,0
50683,445,0,0,drop,70,70,0,1,0,1,0
50682,445,0,0,drop,70,70,0,1,0,1,0
50684,445,0,0,drop,70,70,0,1,0,1,0
50681,445,0,0,drop,70,70,0,1,0,1,0
55374,445,0,0,drop,70,70,0,1,0,1,0
50677,445,0,0,drop,70,70,0,1,0,1,0
55370,445,0,0,drop,70,70,0,1,0,1,0
55363,445,0,0,drop,70,70,0,1,0,1,0
50775,445,0,0,drop,66,66,0,1,0,1,0
60193,53,20927,53,allow,214,85,129,2,0,1,1
54025,53,41690,53,allow,578,286,292,9,0,5,4
50672,445,0,0,drop,70,70,0,1,0,1,0
50767,445,0,0,drop,66,66,0,1,0,1,0
55351,445,0,0,drop,70,70,0,1,0,1,0
61288,23,0,0,deny,60,60,0,1,0,1,0
50664,445,0,0,drop,70,70,0,1,0,1,0
50661,445,0,0,drop,70,70,0,1,0,1,0
50764,445,0,0,drop,66,66,0,1,0,1,0
40394,67,0,0,deny,60,60,0,1,0,1,0
50756,445,0,0,drop,66,66,0,1,0,1,0
50657,445,0,0,drop,70,70,0,1,0,1,0
50656,445,0,0,drop,70,70,0,1,0,1,0
50749,445,0,0,drop,66,66,0,1,0,1,0
50652,445,0,0,drop,70,70,0,1,0,1,0
50650,445,0,0,drop,70,70,0,1,0,1,0
55341,445,0,0,drop,70,70,0,1,0,1,0
55340,445,0,0,drop,70,70,0,1,0,1,0
55339,445,0,0,drop,70,70,0,1,0,1,0
50738,445,0,0,drop,66,66,0,1,0,1,0
50735,445,0,0,drop,66,66,0,1,0,1,0
50741,445,0,0,drop,66,66,0,1,0,1,0
50742,445,0,0,drop,66,66,0,1,0,1,0
50737,445,0,0,drop,66,66,0,1,0,1,0
50740,445,0,0,drop,66,66,0,1,0,1,0
50736,445,0,0,drop,66,66,0,1,0,1,0
50734,445,0,0,drop,66,66,0,1,0,1,0
50646,445,0,0,drop,70,70,0,1,0,1,0
55338,445,0,0,drop,70,70,0,1,0,1,0
55335,445,0,0,drop,70,70,0,1,0,1,0
55333,445,0,0,drop,70,70,0,1,0,1,0
55321,445,0,0,drop,70,70,0,1,0,1,0
50721,445,0,0,drop,66,66,0,1,0,1,0
50720,445,0,0,drop,66,66,0,1,0,1,0
50719,445,0,0,deny,66,66,0,1,0,1,0
50633,445,0,0,drop,70,70,0,1,0,1,0
55319,445,0,0,drop,70,70,0,1,0,1,0
55317,445,0,0,drop,70,70,0,1,0,1,0
55314,445,0,0,drop,70,70,0,1,0,1,0
55308,445,0,0,drop,70,70,0,1,0,1,0
50630,445,0,0,drop,70,70,0,1,0,1,0
55109,53,12323,53,allow,711,87,624,2,30,1,1
55869,53,59798,53,allow,192,98,94,2,30,1,1
55457,443,34189,443,allow,130,70,60,3,5,2,1
56083,53,60591,53,allow,711,87,624,2,30,1,1
56431,53,62997,53,allow,170,87,83,2,30,1,1
61054,53,61054,53,allow,237,91,146,2,33,1,1
54076,53,54076,53,allow,243,94,149,2,32,1,1
52270,443,52270,443,allow,1615,941,674,15,20,7,8
55867,53,58666,53,allow,172,88,84,2,30,1,1
56586,53,6320,53,allow,170,87,83,2,30,1,1
50823,443,50823,443,allow,1210,637,573,14,25,7,7
64796,53,48263,53,allow,184,94,90,2,31,1,1
52269,443,52269,443,allow,1615,941,674,15,20,7,8
65359,53,51803,53,allow,731,91,640,2,30,1,1
56504,53,4684,53,allow,196,100,96,2,30,1,1
56919,53,26686,53,allow,170,87,83,2,30,1,1
49506,53,26702,53,allow,200,102,98,2,31,1,1
65289,53,55084,53,allow,174,89,85,2,31,1,1
64722,53,22432,53,allow,184,94,90,2,31,1,1
50031,53,53719,53,allow,178,91,87,2,31,1,1
59086,53,59086,53,allow,235,90,145,2,32,1,1
50944,443,50944,443,allow,1210,637,573,14,25,7,7
51073,443,51073,443,allow,1210,637,573,14,25,7,7
40175,53,40175,53,allow,235,90,145,2,32,1,1
56733,53,47115,53,allow,187,98,89,3,52,2,1
37350,53,37350,53,allow,213,87,126,2,30,1,1
58254,80,49705,80,allow,1151,711,440,10,15,5,5
62160,53,62160,53,allow,205,81,124,2,30,1,1
55735,53,59032,53,allow,256,93,163,2,30,1,1
64171,53,19883,53,allow,174,89,85,2,30,1,1
53338,53,53532,53,allow,168,78,90,2,30,1,1
56262,53,64499,53,allow,170,87,83,2,31,1,1
56906,53,50869,53,allow,166,85,81,2,31,1,1
56322,53,0,0,allow,166,73,93,2,31,1,1
57033,53,60387,53,allow,754,94,660,2,31,1,1
56720,53,57762,53,allow,916,86,830,2,31,1,1
49321,53,16825,53,allow,184,94,90,2,31,1,1
50625,445,0,0,drop,70,70,0,1,0,1,0
50624,445,0,0,drop,70,70,0,1,0,1,0
55300,445,0,0,drop,70,70,0,1,0,1,0
55295,445,0,0,drop,70,70,0,1,0,1,0
50622,445,0,0,drop,70,70,0,1,0,1,0
42356,443,3759,443,allow,276,70,206,5,26,2,3
43900,443,13168,443,allow,442,250,192,8,25,5,3
53951,80,8930,80,allow,78,78,0,2,7,2,0
51136,443,51136,443,allow,1210,637,573,14,25,7,7
65131,53,28562,53,allow,443,98,345,4,57,2,2
49670,443,5760,443,allow,886,541,345,11,15,6,5
65053,53,65053,53,allow,235,90,145,2,31,1,1
49188,53,58733,53,allow,621,111,510,4,35,2,2
52272,443,52272,443,allow,1615,941,674,15,20,7,8
39994,80,41282,80,allow,2387,930,1457,14,16,7,7
56515,53,8193,53,allow,177,94,83,2,29,1,1
57448,53,27842,53,allow,177,94,83,2,29,1,1
56906,53,48411,53,allow,167,86,81,2,29,1,1
50063,53,17752,53,allow,173,94,79,2,29,1,1
55650,53,4298,53,allow,179,94,85,2,29,1,1
61119,53,61119,53,allow,217,90,127,2,29,1,1
50063,53,53923,53,allow,173,94,79,2,30,1,1
55732,53,41995,53,allow,177,94,83,2,29,1,1
56176,53,13645,53,allow,177,94,83,2,30,1,1
63954,53,6162,53,allow,289,102,187,2,30,1,1
57152,53,57152,53,allow,241,98,143,2,30,1,1
49481,53,5935,53,allow,232,102,130,2,30,1,1
56504,53,22416,53,allow,198,102,96,2,33,1,1
65094,53,59382,53,allow,630,204,426,6,64,3,3
64051,53,63556,53,allow,275,102,173,2,30,1,1
49837,53,3661,53,allow,183,102,81,2,30,1,1
65028,53,37363,53,allow,79,79,0,2,33,2,0
61544,53,18551,53,allow,325,86,239,2,30,1,1
64876,53,58020,53,allow,737,94,643,2,30,1,1
53500,443,64344,443,allow,558,210,348,9,29,4,5
64722,53,7575,53,allow,184,94,90,2,30,1,1
56262,53,63670,53,allow,177,94,83,2,30,1,1
56563,53,53188,53,allow,292,126,166,2,30,1,1
50031,53,15521,53,allow,181,94,87,2,30,1,1
56431,53,59476,53,allow,177,94,83,2,30,1,1
64796,53,58063,53,allow,184,94,90,2,30,1,1
49340,53,57846,53,allow,387,134,253,2,30,1,1
57176,53,43366,53,allow,178,94,84,2,30,1,1
54388,53,31456,53,allow,168,78,90,2,30,1,1
58975,80,4684,80,allow,214,140,74,4,15,3,1
59912,53,38804,53,allow,168,78,90,2,30,1,1
64926,53,0,0,allow,371,77,294,2,30,1,1
64171,53,47261,53,allow,179,94,85,2,30,1,1
49224,53,4375,53,allow,199,102,97,2,32,1,1
43026,443,33561,443,allow,138,78,60,2,4,1,1
55867,53,49859,53,allow,178,94,84,2,29,1,1
36873,80,37820,80,allow,1115,534,581,12,16,7,5
56919,53,21784,53,allow,177,94,83,2,29,1,1
50388,53,43330,53,allow,94,94,0,1,29,1,0
55797,53,20315,53,allow,177,94,83,2,29,1,1
56269,53,56636,53,allow,326,126,200,2,30,1,1
55420,53,27651,53,allow,177,94,83,2,29,1,1
65290,53,22798,53,allow,181,94,87,2,29,1,1
49506,53,12143,53,allow,200,102,98,2,30,1,1
65229,53,65530,53,allow,443,182,261,6,30,3,3
49837,53,9778,53,allow,167,86,81,2,30,1,1
65239,53,57855,53,allow,489,185,304,6,73,3,3
56586,53,54269,53,allow,177,94,83,2,30,1,1
64376,53,21911,53,allow,210,94,116,2,30,1,1
57448,53,10658,53,allow,177,94,83,2,29,1,1
56037,53,8318,53,allow,246,102,144,2,30,1,1
55797,53,21762,53,allow,177,94,83,2,30,1,1
56977,53,6420,53,allow,322,102,220,2,30,1,1
65290,53,6842,53,allow,181,94,87,2,29,1,1
49857,53,44627,53,allow,165,86,79,2,29,1,1
56919,53,40423,53,allow,177,94,83,2,29,1,1
56906,53,34993,53,allow,167,86,81,2,31,1,1
56307,53,55446,53,allow,185,102,83,2,31,1,1
56257,53,40578,53,allow,177,94,83,2,31,1,1
55605,53,12415,53,allow,300,88,212,4,51,2,2
49745,53,63902,53,allow,1472,98,1374,4,54,2,2
49603,53,34411,53,allow,326,126,200,2,30,1,1
55025,53,42219,53,allow,183,94,89,2,30,1,1
50031,53,40045,53,allow,181,94,87,2,30,1,1
56322,53,0,0,allow,629,73,556,2,30,1,1
56176,53,54476,53,allow,177,94,83,2,30,1,1
64171,53,17588,53,allow,179,94,85,2,30,1,1
49462,53,10345,53,allow,86,86,0,1,30,1,0
65402,53,33102,53,allow,297,110,187,2,30,1,1
49506,53,23058,53,allow,200,102,98,2,30,1,1
64722,53,27260,53,allow,184,94,90,2,30,1,1
56262,53,55550,53,allow,177,94,83,2,31,1,1
56663,53,10723,53,allow,181,94,87,2,33,1,1
58974,80,55839,80,allow,214,140,74,4,15,3,1
45545,53,45545,53,allow,178,82,96,2,30,1,1
49293,53,22414,53,allow,811,94,717,2,30,1,1
64511,53,2785,53,allow,305,102,203,2,30,1,1
55025,53,22515,53,allow,183,94,89,2,30,1,1
65289,53,55210,53,allow,179,94,85,2,30,1,1
56919,53,56265,53,allow,177,94,83,2,30,1,1
56431,53,39797,53,allow,177,94,83,2,30,1,1
56572,53,63633,53,allow,177,94,83,2,31,1,1
56262,53,24636,53,allow,177,94,83,2,30,1,1
64917,53,41071,53,allow,194,94,100,2,30,1,1
49321,53,55835,53,allow,184,94,90,2,31,1,1
49506,53,52835,53,allow,200,102,98,2,31,1,1
64722,53,18980,53,allow,384,94,290,4,42,2,2
55869,53,49767,53,allow,196,102,94,2,30,1,1
64694,53,22388,53,allow,289,82,207,4,46,2,2
42096,80,4456,80,allow,1711,698,1013,14,17,6,8
50708,445,0,0,drop,66,66,0,1,0,1,0
55294,445,0,0,drop,70,70,0,1,0,1,0
50615,445,0,0,drop,70,70,0,1,0,1,0
55293,445,0,0,drop,70,70,0,1,0,1,0
50613,445,0,0,drop,70,70,0,1,0,1,0
50692,445,0,0,drop,66,66,0,1,0,1,0
50691,445,0,0,drop,66,66,0,1,0,1,0
50612,445,0,0,drop,70,70,0,1,0,1,0
50611,445,0,0,drop,70,70,0,1,0,1,0
50610,445,0,0,drop,70,70,0,1,0,1,0
50606,445,0,0,drop,70,70,0,1,0,1,0
50604,445,0,0,drop,70,70,0,1,0,1,0
55283,445,0,0,drop,70,70,0,1,0,1,0
55280,445,0,0,drop,70,70,0,1,0,1,0
55277,445,0,0,drop,70,70,0,1,0,1,0
55275,445,0,0,drop,70,70,0,1,0,1,0
50592,445,0,0,drop,70,70,0,1,0,1,0
50591,445,0,0,drop,70,70,0,1,0,1,0
50689,445,0,0,drop,66,66,0,1,0,1,0
50586,445,0,0,drop,70,70,0,1,0,1,0
50582,445,0,0,drop,70,70,0,1,0,1,0
50581,445,0,0,drop,70,70,0,1,0,1,0
50680,445,0,0,drop,66,66,0,1,0,1,0
50682,445,0,0,drop,66,66,0,1,0,1,0
50671,445,0,0,drop,66,66,0,1,0,1,0
50676,445,0,0,drop,66,66,0,1,0,1,0
50677,445,0,0,drop,66,66,0,1,0,1,0
50674,445,0,0,drop,66,66,0,1,0,1,0
50675,445,0,0,drop,66,66,0,1,0,1,0
55266,445,0,0,drop,70,70,0,1,0,1,0
55264,445,0,0,drop,70,70,0,1,0,1,0
55262,445,0,0,drop,70,70,0,1,0,1,0
55261,445,0,0,drop,70,70,0,1,0,1,0
36005,22,0,0,deny,60,60,0,1,0,1,0
50570,445,0,0,drop,70,70,0,1,0,1,0
55259,445,0,0,drop,70,70,0,1,0,1,0
55256,445,0,0,drop,70,70,0,1,0,1,0
55253,445,0,0,drop,70,70,0,1,0,1,0
50665,445,0,0,drop,66,66,0,1,0,1,0
55251,445,0,0,drop,70,70,0,1,0,1,0
50662,445,0,0,drop,66,66,0,1,0,1,0
50566,445,0,0,drop,70,70,0,1,0,1,0
50660,445,0,0,drop,66,66,0,1,0,1,0
50659,445,0,0,drop,66,66,0,1,0,1,0
50658,445,0,0,drop,66,66,0,1,0,1,0
50557,445,0,0,drop,70,70,0,1,0,1,0
50556,445,0,0,drop,70,70,0,1,0,1,0
50555,445,0,0,drop,70,70,0,1,0,1,0
50552,445,0,0,drop,70,70,0,1,0,1,0
50550,445,0,0,drop,70,70,0,1,0,1,0
55246,445,0,0,drop,70,70,0,1,0,1,0
55240,445,0,0,drop,70,70,0,1,0,1,0
55233,445,0,0,drop,70,70,0,1,0,1,0
50647,445,0,0,drop,66,66,0,1,0,1,0
50544,445,0,0,drop,70,70,0,1,0,1,0
50639,445,0,0,drop,66,66,0,1,0,1,0
55223,445,0,0,drop,70,70,0,1,0,1,0
50536,445,0,0,drop,70,70,0,1,0,1,0
55306,53,23236,53,allow,170,87,83,2,0,1,1
50535,445,0,0,drop,70,70,0,1,0,1,0
50637,445,0,0,drop,66,66,0,1,0,1,0
50530,445,0,0,drop,70,70,0,1,0,1,0
50528,445,0,0,drop,70,70,0,1,0,1,0
50629,445,0,0,drop,66,66,0,1,0,1,0
50622,445,0,0,drop,66,66,0,1,0,1,0
50524,445,0,0,drop,70,70,0,1,0,1,0
50523,445,0,0,drop,70,70,0,1,0,1,0
55216,445,0,0,drop,70,70,0,1,0,1,0
55212,445,0,0,drop,70,70,0,1,0,1,0
55211,445,0,0,drop,70,70,0,1,0,1,0
50607,445,0,0,drop,66,66,0,1,0,1,0
50614,445,0,0,drop,66,66,0,1,0,1,0
50609,445,0,0,drop,66,66,0,1,0,1,0
50610,445,0,0,drop,66,66,0,1,0,1,0
50613,445,0,0,drop,66,66,0,1,0,1,0
50608,445,0,0,drop,66,66,0,1,0,1,0
50606,445,0,0,drop,66,66,0,1,0,1,0
50612,445,0,0,drop,66,66,0,1,0,1,0
50518,445,0,0,drop,70,70,0,1,0,1,0
55209,445,0,0,drop,70,70,0,1,0,1,0
55204,445,0,0,drop,70,70,0,1,0,1,0
55203,445,0,0,drop,70,70,0,1,0,1,0
55199,445,0,0,drop,70,70,0,1,0,1,0
50594,445,0,0,drop,66,66,0,1,0,1,0
50593,445,0,0,drop,66,66,0,1,0,1,0
50591,445,0,0,drop,66,66,0,1,0,1,0
50505,445,0,0,drop,70,70,0,1,0,1,0
55903,53,1701,53,allow,170,87,83,2,30,1,1
55115,53,54899,53,allow,758,96,662,2,31,1,1
50687,443,7518,443,allow,1199,618,581,13,29,6,7
64681,53,5691,53,allow,86,86,0,1,60,1,0
56122,53,50294,53,allow,731,91,640,2,30,1,1
39023,443,14196,443,allow,1017,705,312,9,20,4,5
50686,443,4744,443,allow,1199,618,581,13,29,6,7
50730,53,50730,53,allow,228,97,131,2,30,1,1
57047,53,47290,53,allow,1426,98,1328,4,53,2,2
36103,443,46915,443,allow,130,70,60,2,15,1,1
44884,443,1595,443,allow,309,309,0,1,5,1,0
54973,53,61675,53,allow,711,87,624,2,30,1,1
56265,53,18284,53,allow,733,85,648,2,30,1,1
55897,53,23504,53,allow,770,102,668,2,30,1,1
55975,53,49618,53,allow,711,87,624,2,30,1,1
56257,53,60774,53,allow,170,87,83,2,31,1,1
50134,53,40420,53,allow,733,86,647,2,31,1,1
56216,53,5035,53,allow,170,87,83,2,31,1,1
46774,53,46774,53,allow,235,90,145,2,33,1,1
59442,53,59442,53,allow,235,90,145,2,33,1,1
38698,443,26967,443,allow,628,250,378,11,39,5,6
55370,53,23288,53,allow,711,87,624,2,30,1,1
57176,53,30899,53,allow,172,88,84,2,30,1,1
55219,53,47738,53,allow,91,91,0,1,30,1,0
55806,53,53227,53,allow,200,102,98,2,30,1,1
55564,53,55564,53,allow,215,88,127,2,30,1,1
55349,53,28852,53,allow,744,89,655,2,30,1,1
55224,53,26209,53,allow,711,87,624,2,31,1,1
56255,53,37256,53,allow,701,88,613,2,31,1,1
49762,53,56822,53,allow,184,94,90,2,31,1,1
59513,53,0,0,allow,82,82,0,1,31,1,0
55647,53,53361,53,allow,250,86,164,4,31,2,2
56480,53,53765,53,allow,755,94,661,2,31,1,1
64124,53,26589,53,allow,182,93,89,2,31,1,1
57052,53,31599,53,allow,711,87,624,2,31,1,1
45154,53,45154,53,allow,236,108,128,2,31,1,1
55288,53,47176,53,allow,192,98,94,2,31,1,1
57374,53,45450,53,allow,733,86,647,2,31,1,1
56397,53,29734,53,allow,174,89,85,2,31,1,1
55082,53,13671,53,allow,755,93,662,2,31,1,1
54256,123,0,0,deny,234,234,0,1,0,1,0
55191,445,0,0,drop,70,70,0,1,0,1,0
50502,445,0,0,drop,70,70,0,1,0,1,0
55190,445,0,0,drop,70,70,0,1,0,1,0
55183,445,0,0,drop,70,70,0,1,0,1,0
55180,445,0,0,drop,70,70,0,1,0,1,0
50498,445,0,0,drop,70,70,0,1,0,1,0
50496,445,0,0,drop,70,70,0,1,0,1,0
50494,445,0,0,drop,70,70,0,1,0,1,0
55172,445,0,0,drop,70,70,0,1,0,1,0
55168,445,0,0,drop,70,70,0,1,0,1,0
55167,445,0,0,drop,70,70,0,1,0,1,0
50581,445,0,0,drop,66,66,0,1,0,1,0
50487,445,0,0,drop,70,70,0,1,0,1,0
55166,445,0,0,drop,70,70,0,1,0,1,0
50485,445,0,0,drop,70,70,0,1,0,1,0
55164,445,0,0,drop,70,70,0,1,0,1,0
50484,445,0,0,drop,70,70,0,1,0,1,0
50483,445,0,0,drop,70,70,0,1,0,1,0
50482,445,0,0,drop,70,70,0,1,0,1,0
50476,445,0,0,drop,70,70,0,1,0,1,0
65216,53,28628,53,allow,218,94,124,2,30,1,1
56216,53,58788,53,allow,177,94,83,2,30,1,1
37110,53,37110,53,allow,247,98,149,2,33,1,1
38783,443,19297,443,allow,584,370,214,9,25,6,3
55806,53,52811,53,allow,200,102,98,2,33,1,1
56586,53,50469,53,allow,177,94,83,2,29,1,1
64618,53,13340,53,allow,410,102,308,2,29,1,1
49787,53,40556,53,allow,258,110,148,2,29,1,1
65289,53,50124,53,allow,564,193,371,6,51,3,3
56439,53,20721,53,allow,177,94,83,2,29,1,1
57176,53,54360,53,allow,178,94,84,2,29,1,1
64365,53,27467,53,allow,341,110,231,2,29,1,1
65511,53,46791,53,allow,214,102,112,2,30,1,1
50175,53,51711,53,allow,819,102,717,2,30,1,1
49344,53,20668,53,allow,458,188,270,6,29,3,3
57176,53,50437,53,allow,178,94,84,2,29,1,1
55339,53,49453,53,allow,194,94,100,2,30,1,1
55903,53,28482,53,allow,177,94,83,2,30,1,1
64009,53,32252,53,allow,209,110,99,2,30,1,1
56068,53,60568,53,allow,168,94,74,2,30,1,1
53194,443,6156,443,allow,1478,918,560,12,44,6,6
46486,53,46486,53,allow,414,268,146,3,34,2,1
59131,53,59747,53,allow,70,70,0,1,30,1,0
55015,53,27863,53,allow,733,94,639,2,30,1,1
56892,53,40383,53,allow,210,102,108,2,30,1,1
55561,53,57871,53,allow,313,102,211,2,30,1,1
57284,53,57366,53,allow,165,86,79,2,30,1,1
55288,53,5668,53,allow,196,102,94,2,30,1,1
56939,53,41233,53,allow,322,134,188,2,30,1,1
55138,53,34483,53,allow,173,94,79,2,30,1,1
56257,53,40161,53,allow,177,94,83,2,30,1,1
55219,53,51728,53,allow,181,94,87,2,32,1,1
52718,53,15399,53,allow,164,78,86,2,30,1,1
49321,53,46028,53,allow,184,94,90,2,30,1,1
56068,53,7794,53,allow,152,78,74,2,30,1,1
55070,53,15674,53,allow,195,94,101,2,30,1,1
62506,443,7984,443,allow,1326,876,450,11,32,6,5
55903,53,48648,53,allow,177,94,83,2,30,1,1
53304,80,56632,80,allow,130,64,66,3,4,2,1
60707,80,12418,80,allow,144,78,66,2,5,1,1
49573,443,25314,443,allow,1820,1101,719,18,16,10,8
56572,53,22035,53,allow,177,94,83,2,29,1,1
56307,53,24670,53,allow,185,102,83,2,29,1,1
50175,53,55281,53,allow,196,102,94,2,30,1,1
64425,53,6282,53,allow,182,86,96,2,29,1,1
56439,53,22707,53,allow,177,94,83,2,29,1,1
55795,53,50908,53,allow,177,94,83,2,30,1,1
64560,53,45431,53,allow,807,94,713,2,30,1,1
56397,53,62027,53,allow,179,94,85,2,30,1,1
64698,53,15508,53,allow,763,102,661,2,30,1,1
56143,53,11476,53,allow,214,94,120,2,30,1,1
36687,53,34461,53,allow,168,78,90,2,31,1,1
56620,53,8741,53,allow,214,102,112,2,30,1,1
55871,53,54072,53,allow,189,102,87,2,30,1,1
55382,53,39381,53,allow,226,110,116,2,30,1,1
56594,53,16703,53,allow,167,86,81,2,30,1,1
50031,53,6210,53,allow,181,94,87,2,30,1,1
56216,53,54561,53,allow,177,94,83,2,30,1,1
56594,53,29488,53,allow,167,86,81,2,30,1,1
37052,53,37052,53,allow,178,82,96,2,30,1,1
55795,53,49814,53,allow,177,94,83,2,30,1,1
55138,53,34113,53,allow,165,86,79,2,30,1,1
50478,445,0,0,drop,70,70,0,1,0,1,0
50564,445,0,0,drop,66,66,0,1,0,1,0
50562,445,0,0,drop,66,66,0,1,0,1,0
49762,53,16917,53,allow,184,94,90,2,30,1,1
55107,53,13262,53,allow,184,94,90,2,30,1,1
55647,53,13562,53,allow,168,86,82,2,31,1,1
37322,53,64245,53,allow,168,78,90,2,31,1,1
49369,53,12483,53,allow,168,86,82,2,31,1,1
49369,53,65002,53,allow,168,86,82,2,30,1,1
49383,53,39251,53,allow,758,102,656,2,30,1,1
57431,53,3019,53,allow,181,94,87,2,31,1,1
57169,53,55765,53,allow,458,188,270,6,31,3,3
56397,53,56445,53,allow,179,94,85,2,31,1,1
55288,53,4599,53,allow,196,102,94,2,30,1,1
49760,53,59419,53,allow,183,94,89,2,30,1,1
57006,53,15142,53,allow,819,102,717,2,30,1,1
49633,53,11968,53,allow,168,86,82,2,30,1,1
49590,53,5842,53,allow,458,188,270,6,30,3,3
55318,53,12855,53,allow,167,86,81,2,30,1,1
56442,53,53594,53,allow,167,86,81,2,30,1,1
57304,53,49312,53,allow,228,110,118,2,31,1,1
55318,53,32183,53,allow,167,86,81,2,31,1,1
55155,445,0,0,drop,70,70,0,1,0,1,0
55154,445,0,0,drop,70,70,0,1,0,1,0
55151,445,0,0,drop,70,70,0,1,0,1,0
55146,445,0,0,drop,70,70,0,1,0,1,0
50464,445,0,0,drop,70,70,0,1,0,1,0
50463,445,0,0,drop,70,70,0,1,0,1,0
50460,445,0,0,drop,70,70,0,1,0,1,0
50453,445,0,0,drop,70,70,0,1,0,1,0
50454,445,0,0,drop,70,70,0,1,0,1,0
50561,445,0,0,drop,66,66,0,1,0,1,0
50553,445,0,0,drop,66,66,0,1,0,1,0
50552,445,0,0,drop,66,66,0,1,0,1,0
50549,445,0,0,drop,66,66,0,1,0,1,0
50548,445,0,0,drop,66,66,0,1,0,1,0
50545,445,0,0,drop,66,66,0,1,0,1,0
50546,445,0,0,drop,66,66,0,1,0,1,0
50543,445,0,0,drop,66,66,0,1,0,1,0
57239,123,0,0,deny,90,90,0,1,0,1,0
55140,445,0,0,drop,70,70,0,1,0,1,0
55136,445,0,0,drop,70,70,0,1,0,1,0
55133,445,0,0,drop,70,70,0,1,0,1,0
55132,445,0,0,drop,70,70,0,1,0,1,0
50442,445,0,0,drop,70,70,0,1,0,1,0
42030,25,0,0,deny,74,74,0,1,0,1,0
42608,1,0,0,deny,62,62,0,1,0,1,0
55130,445,0,0,drop,70,70,0,1,0,1,0
55131,445,0,0,drop,70,70,0,1,0,1,0
55128,445,0,0,drop,70,70,0,1,0,1,0
50438,445,0,0,drop,70,70,0,1,0,1,0
50537,445,0,0,drop,66,66,0,1,0,1,0
55123,445,0,0,drop,70,70,0,1,0,1,0
50535,445,0,0,drop,66,66,0,1,0,1,0
